index,fit-max,fit-min,fit-avg-min,fit-avg-max,fit-avg,fit-avg-median,const-max,const-min,const-avg-min,const-avg-max,const-avg,const-avg-median,m-leg,m-grid,m-align,m-reg,m-just,m-type-par,m-balance,m-ng-space,m-sem-emp,m-sem-lay,m-sem-vis,fittest-avg-fit,fittest-avg-const,fittest-avg-penalty,fittest-avg-max-fit,fittest-avg-max-const,fittest-avg-max-penalty,fittest-avg-min-fit,fittest-avg-min-const,fittest-avg-min-penalty,fittest-avg-m-leg,fittest-avg-m-grid,fittest-avg-m-align,fittest-avg-m-reg,fittest-avg-m-just,fittest-avg-m-type-par,fittest-avg-m-balance,fittest-avg-m-ng-space,fittest-avg-m-sem-emp,fittest-avg-m-sem-lay,fittest-avg-m-sem-vis
82,0.75,0.35,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
83,0.75,0,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.54,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
84,0.75,0.34,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
85,0.75,0.35,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
86,0.75,0.35,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
87,0.75,0.35,0.66,0.47,0.57,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
88,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
89,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
90,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
91,0.78,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
92,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
93,0.77,0.32,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.62,0.43,0.45,0.83,0
94,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.64,1,0.28,0.87,0.61,0.43,0.45,0.83,0
95,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
96,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
97,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
98,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
99,0.75,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
100,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
101,0.76,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
102,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.89,0.31,0.77,0.62,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
103,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
104,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.87,0.61,0.43,0.45,0.83,0
105,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
106,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
107,0.76,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
108,0.75,0,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
109,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
110,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.28,0.88,0.61,0.43,0.45,0.83,0
111,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.43,0.45,0.83,0
112,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.43,0.45,0.83,0
113,0.78,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
114,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
115,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
116,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
117,0.76,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
118,0.76,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
119,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
120,0.75,0,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
121,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
122,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
123,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.42,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.54,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
124,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
125,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.31,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
126,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
127,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
128,0.75,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
129,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
130,0.75,0.33,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
131,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
132,0.75,0,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.49,0.63,0.11,0.63,0.51,0,0.49,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
133,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
134,0.76,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
135,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
136,0.75,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
137,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
138,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
139,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
140,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
141,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.63,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
142,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
143,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
144,0.77,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
145,0.76,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
146,0.77,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
147,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
148,0.78,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
149,0.76,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
150,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
151,0.75,0,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
152,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
153,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.29,0.88,0.61,0.42,0.45,0.83,0
154,0.75,0.33,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
155,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
156,0.75,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.55,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
157,0.77,0.34,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
158,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
159,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.88,0.61,0.42,0.45,0.83,0
160,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.89,0.61,0.42,0.45,0.83,0
161,0.77,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.65,1,0.3,0.89,0.61,0.42,0.45,0.83,0
162,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
163,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.78,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
164,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.97,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
165,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
166,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
167,0.75,0.35,0.66,0.47,0.58,0.58,1,0,0.98,0,0.13,0.1,0.96,0.91,0.56,0.9,0.32,0.79,0.61,0.41,0.43,0.83,0,0.59,0.1,0.5,0.64,0.11,0.63,0.54,0,0.5,1,0.91,0.66,1,0.3,0.89,0.61,0.42,0.45,0.83,0
