index,fit-max,fit-min,fit-avg-min,fit-avg-max,fit-avg,fit-avg-median,const-max,const-min,const-avg-min,const-avg-max,const-avg,const-avg-median,m-leg,m-grid,m-align,m-reg,m-just,m-type-par,m-balance,m-ng-space,m-sem-emp,m-sem-lay,m-sem-vis,fittest-avg-fit,fittest-avg-const,fittest-avg-penalty,fittest-avg-max-fit,fittest-avg-max-const,fittest-avg-max-penalty,fittest-avg-min-fit,fittest-avg-min-const,fittest-avg-min-penalty,fittest-avg-m-leg,fittest-avg-m-grid,fittest-avg-m-align,fittest-avg-m-reg,fittest-avg-m-just,fittest-avg-m-type-par,fittest-avg-m-balance,fittest-avg-m-ng-space,fittest-avg-m-sem-emp,fittest-avg-m-sem-lay,fittest-avg-m-sem-vis
81,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
82,0.82,0.34,0.64,0.47,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.48,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
83,0.8,0.35,0.64,0.47,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.48,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
84,0.8,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
85,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.48,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
86,0.87,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
87,0.83,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.55,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
88,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
89,0.8,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
90,0.8,0.33,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
91,0.85,0,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
92,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
93,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
94,0.8,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
95,0.83,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.66,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
96,0.82,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
97,0.8,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
98,0.82,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.69,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
99,0.86,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
100,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
101,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
102,0.8,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
103,0.84,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
104,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
105,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
106,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
107,0.82,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.49,0.02,0.03,0
108,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
109,0.86,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
110,0.81,0.35,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
111,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
112,0.8,0.36,0.64,0.48,0.54,0.54,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
113,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
114,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.56,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
115,0.8,0.34,0.64,0.48,0.54,0.54,1,0,0.93,0,0.13,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
116,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
117,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.67,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
118,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
119,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
120,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
121,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
122,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
123,0.82,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
124,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
125,0.81,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
126,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.75,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
127,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.46,0.7,0.17,0.7,0.5,0,0.46,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
128,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
129,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
130,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
131,0.81,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
132,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
133,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
134,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
135,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.14,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
136,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
137,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.95,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.84,0.63,0.48,0.02,0.03,0
138,0.82,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
139,0.82,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
140,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
141,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
142,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
143,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
144,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
145,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
146,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
147,0.8,0.33,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
148,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
149,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
150,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
151,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
152,0.8,0.33,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
153,0.81,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.15,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
154,0.87,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.88,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
155,0.81,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
156,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
157,0.85,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.68,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
158,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.58,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
159,0.81,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.58,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
160,0.8,0.33,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
161,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
162,0.8,0.34,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.58,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
163,0.8,0.35,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
164,0.8,0.36,0.64,0.48,0.54,0.55,1,0,0.93,0,0.13,0.1,0.96,0.91,0.57,0.87,0.26,0.76,0.63,0.47,0.02,0.03,0,0.56,0.1,0.47,0.7,0.16,0.7,0.5,0,0.47,0.99,0.91,0.69,0.97,0.23,0.85,0.63,0.48,0.02,0.03,0
